IMG	IMG_X	IMG_Y	X_WGS84	Y_WGS84	Z_HAE	NAME
AK09_20090822_200308	3597	485	499091.7815	6783587.211	353.4075623	kissers
AK09_20090822_200308	2537	220	496939.4235	6784324.898	848.79	screepit
AK10_20090803_195410	991	309	498773.49	6775715.87	394.4497986	orb
AK10_20090803_195410	2765	540	494857.49	6775422.87	16.40630007	pier
AK10_20090803_195410	3462	459	493516.99	6776137.37	274.4759003	slant
AK10_20090803_195410	3514	557	493883.49	6776837.87	107.0670006	beetle
AK10_20090803_195410	3338	2189	498761.49	6783185.87	152.4700012	transients (snow, glacier)
AK10_20090803_195410	3771.25	337	492784.49	6776199.87	568.7410278	transients (snow, glacier)
AK10_20090803_195410	3707	221	492771.49	6775921.87	820.7579956	transients (snow, glacier)
AK10_20090803_195410	3499.5	600.5	493951.49	6776891.87	17.59	transients (snow, glacier)
AK10_20090803_195410	3374	581	493879.49	6776381.87	17.59	transients (snow, glacier)
AK10_20090803_195410	2943.75	530	494355.99	6775506.37	57.125	transients (snow, glacier)
AK10_20090803_195410	1691	547	497589.49	6776695.87	17.59	transients (snow, glacier)
AK10_20090803_195410	1032	218	498665.49	6775396.37	569.8449707	transients (snow, glacier)
AK10_20090803_195410	656.25	138	499385.49	6775197.87	700.6489868	transients (snow, glacier)
AK10_20090803_195410	175.5	297.75	500143.99	6776430.87	383.7090149	transients (snow, glacier)
AK10_20090827_195655	751	231.25	498773.49	6775715.87	394.4497986	orb
AK10_20090827_195655	2601.5	365.25	493516.99	6776137.37	274.4759003	slant
AK10_20090827_195655	2642.25	443	493883.49	6776837.87	107.0670006	beetle
AK10_20090827_195655	2630.5	472	493948.72	6776912.51	16.78	transients (snow, glacier)
AK10_20090827_195655	1216	418	497690.72	6776712.51	16.78	transients (snow, glacier)
AK10_20090827_195655	2857.25	254	492657.72	6776134.51	639.3909912	transients (snow, glacier)
AK10_20090827_195655	640.5	121.5	499032.72	6775216.51	661.7819824	transients (snow, glacier)
AK10_20090827_195655	691	152.75	498905.72	6775316.51	585.4970093	transients (snow, glacier)
AK10_20090827_195655	521	105	499336.22	6775226.51	691.8319702	transients (snow, glacier)
AK10_20090827_195655	2558	1702	498764.72	6783213.01	152.7799988	transients (snow, glacier)
