"Cx"	"Cy"	"Dx"	"Dy"	"Vx"	"Vy"	"Dxy"	"Vxy"	"Hxy"
487723.488	6777457.870	0.132	-4.163	0.006	-0.190	4.165	0.190	178.181
487823.488	6777257.870	4.773	0.886	0.218	0.040	4.855	0.222	79.481
487823.488	6777357.870	2.803	-0.708	0.128	-0.032	2.891	0.132	104.182
487823.488	6777457.870	0.838	-3.105	0.038	-0.142	3.216	0.147	164.892
487823.488	6777557.870	-1.370	-3.436	-0.063	-0.157	3.700	0.169	201.740
487923.488	6777057.870	5.715	2.304	0.261	0.105	6.162	0.281	68.044
487923.488	6777157.870	5.787	2.038	0.264	0.093	6.136	0.280	70.597
487923.488	6777257.870	5.728	1.421	0.261	0.065	5.902	0.269	76.067
487923.488	6777357.870	5.508	0.998	0.251	0.046	5.597	0.255	79.727
487923.488	6777457.870	2.560	-0.788	0.117	-0.036	2.679	0.122	107.115
487923.488	6777557.870	1.321	-1.779	0.060	-0.081	2.216	0.101	143.392
487923.488	6777657.870	1.509	-2.549	0.069	-0.116	2.962	0.135	149.378
488023.488	6776957.870	5.641	1.909	0.257	0.087	5.955	0.272	71.303
488023.488	6777057.870	5.972	2.116	0.273	0.097	6.336	0.289	70.492
488023.488	6777157.870	5.884	2.834	0.268	0.129	6.531	0.298	64.279
488023.488	6777257.870	5.674	2.999	0.259	0.137	6.418	0.293	62.145
488023.488	6777357.870	5.947	2.277	0.271	0.104	6.368	0.291	69.052
488023.488	6777457.870	5.022	1.344	0.229	0.061	5.198	0.237	75.016
488023.488	6777557.870	2.210	-0.953	0.101	-0.043	2.407	0.110	113.316
488023.488	6777657.870	1.248	-2.565	0.057	-0.117	2.852	0.130	154.050
488023.488	6777757.870	1.087	-2.360	0.050	-0.108	2.598	0.119	155.269
488123.488	6776757.870	4.777	1.586	0.218	0.072	5.033	0.230	71.632
488123.488	6776857.870	2.579	2.122	0.118	0.097	3.340	0.152	50.549
488123.488	6776957.870	5.116	2.175	0.233	0.099	5.560	0.254	66.970
488123.488	6777057.870	6.090	2.490	0.278	0.114	6.579	0.300	67.760
488123.488	6777157.870	6.216	2.654	0.284	0.121	6.759	0.308	66.877
488123.488	6777257.870	6.648	2.203	0.303	0.101	7.004	0.320	71.668
488123.488	6777357.870	6.615	1.973	0.302	0.090	6.903	0.315	73.388
488123.488	6777457.870	6.135	2.639	0.280	0.120	6.679	0.305	66.726
488123.488	6777557.870	5.228	1.135	0.239	0.052	5.349	0.244	77.753
488123.488	6777657.870	1.982	-0.837	0.090	-0.038	2.152	0.098	112.901
488123.488	6777757.870	1.188	-2.626	0.054	-0.120	2.883	0.132	155.657
488223.488	6776657.870	4.049	1.016	0.185	0.046	4.175	0.191	75.909
488223.488	6776757.870	4.355	1.685	0.199	0.077	4.670	0.213	68.849
488223.488	6776857.870	3.836	2.083	0.175	0.095	4.365	0.199	61.499
488223.488	6776957.870	5.388	2.123	0.246	0.097	5.791	0.264	68.495
488223.488	6777057.870	6.374	2.802	0.291	0.128	6.963	0.318	66.268
488223.488	6777157.870	6.777	2.779	0.309	0.127	7.325	0.334	67.699
488223.488	6777257.870	6.336	3.446	0.289	0.157	7.213	0.329	61.458
488223.488	6777357.870	6.643	3.702	0.303	0.169	7.605	0.347	60.869
488223.488	6777457.870	6.469	3.203	0.295	0.146	7.219	0.329	63.657
488223.488	6777557.870	6.261	2.731	0.286	0.125	6.831	0.312	66.430
488223.488	6777657.870	4.496	1.216	0.205	0.055	4.658	0.213	74.864
488223.488	6777757.870	1.459	-1.572	0.067	-0.072	2.145	0.098	137.144
488223.488	6777857.870	1.048	-2.539	0.048	-0.116	2.747	0.125	157.563
488323.488	6776457.870	1.091	-1.924	0.050	-0.088	2.212	0.101	150.447
488323.488	6776557.870	2.121	-1.691	0.097	-0.077	2.713	0.124	128.569
488323.488	6776657.870	2.872	-0.285	0.131	-0.013	2.886	0.132	95.663
488323.488	6776757.870	4.333	1.240	0.198	0.057	4.507	0.206	74.033
488323.488	6776857.870	4.835	1.515	0.221	0.069	5.067	0.231	72.607
488323.488	6776957.870	5.500	2.714	0.251	0.124	6.133	0.280	63.737
488323.488	6777057.870	5.860	3.166	0.267	0.144	6.661	0.304	61.616
488323.488	6777157.870	8.119	3.564	0.370	0.163	8.867	0.405	66.304
488323.488	6777257.870	5.913	3.923	0.270	0.179	7.096	0.324	56.440
488323.488	6777357.870	6.846	3.499	0.312	0.160	7.688	0.351	62.930
488323.488	6777457.870	6.849	3.734	0.313	0.170	7.800	0.356	61.404
488323.488	6777557.870	6.449	3.240	0.294	0.148	7.217	0.329	63.322
488323.488	6777657.870	6.650	2.911	0.303	0.133	7.259	0.331	66.362
488323.488	6777757.870	4.830	1.570	0.220	0.072	5.079	0.232	71.990
488323.488	6777857.870	1.836	-0.878	0.084	-0.040	2.035	0.093	115.558
488323.488	6777957.870	1.003	-2.104	0.046	-0.096	2.331	0.106	154.517
488423.488	6776357.870	1.308	-2.165	0.060	-0.099	2.529	0.115	148.855
488423.488	6776457.870	0.829	-2.053	0.038	-0.094	2.214	0.101	158.013
488423.488	6776557.870	0.861	-1.846	0.039	-0.084	2.037	0.093	154.991
488423.488	6776657.870	1.883	-0.955	0.086	-0.044	2.111	0.096	116.896
488423.488	6776757.870	2.872	-0.345	0.131	-0.016	2.893	0.132	96.855
488423.488	6776857.870	3.904	0.659	0.178	0.030	3.959	0.181	80.419
488423.488	6776957.870	4.436	1.775	0.202	0.081	4.778	0.218	68.189
488423.488	6777057.870	5.913	3.143	0.270	0.143	6.696	0.306	62.008
488423.488	6777157.870	6.875	4.466	0.314	0.204	8.199	0.374	56.992
488423.488	6777257.870	6.124	3.943	0.279	0.180	7.284	0.332	57.223
488423.488	6777357.870	6.124	3.999	0.279	0.182	7.315	0.334	56.855
488423.488	6777457.870	5.792	4.097	0.264	0.187	7.094	0.324	54.727
488423.488	6777557.870	7.172	3.843	0.327	0.175	8.137	0.371	61.818
488423.488	6777657.870	7.403	3.498	0.338	0.160	8.188	0.374	64.712
488423.488	6777757.870	7.271	3.446	0.332	0.157	8.047	0.367	64.639
488423.488	6777857.870	4.567	2.671	0.208	0.122	5.290	0.241	59.678
488423.488	6777957.870	2.071	-1.167	0.095	-0.053	2.377	0.108	119.403
488523.488	6776357.870	0.422	-1.707	0.019	-0.078	1.758	0.080	166.125
488523.488	6776457.870	1.721	-1.922	0.079	-0.088	2.580	0.118	138.165
488523.488	6776557.870	0.858	-2.200	0.039	-0.100	2.361	0.108	158.706
488523.488	6776657.870	0.729	-1.835	0.033	-0.084	1.974	0.090	158.345
488523.488	6776757.870	2.066	-0.921	0.094	-0.042	2.262	0.103	114.016
488523.488	6776857.870	2.596	0.276	0.118	0.013	2.610	0.119	83.931
488523.488	6776957.870	4.103	1.174	0.187	0.054	4.268	0.195	74.032
488523.488	6777057.870	5.605	2.952	0.256	0.135	6.335	0.289	62.223
488523.488	6777157.870	6.005	4.150	0.274	0.189	7.299	0.333	55.356
488523.488	6777257.870	5.964	3.864	0.272	0.176	7.107	0.324	57.059
488523.488	6777357.870	3.975	4.315	0.181	0.197	5.867	0.268	42.649
488523.488	6777457.870	7.380	2.086	0.337	0.095	7.669	0.350	74.218
488523.488	6777557.870	6.888	6.059	0.314	0.276	9.173	0.419	48.664
488523.488	6777657.870	7.815	3.832	0.357	0.175	8.704	0.397	63.881
488523.488	6777757.870	7.718	4.344	0.352	0.198	8.857	0.404	60.629
488523.488	6777857.870	7.000	4.196	0.319	0.191	8.162	0.372	59.058
488523.488	6777957.870	4.154	1.173	0.190	0.054	4.316	0.197	74.228
488523.488	6778057.870	1.073	-0.735	0.049	-0.034	1.301	0.059	124.398
488623.488	6776457.870	0.733	-1.135	0.033	-0.052	1.351	0.062	147.150
488623.488	6776557.870	1.697	-1.974	0.077	-0.090	2.603	0.119	139.318
488623.488	6776657.870	1.122	-2.059	0.051	-0.094	2.345	0.107	151.404
488623.488	6776757.870	-1.509	-1.208	-0.069	-0.055	1.933	0.088	231.319
488623.488	6776857.870	2.941	-0.799	0.134	-0.036	3.047	0.139	105.208
488623.488	6776957.870	3.912	0.266	0.178	0.012	3.921	0.179	86.106
488623.488	6777057.870	5.171	1.874	0.236	0.086	5.500	0.251	70.078
488623.488	6777157.870	5.636	3.307	0.257	0.151	6.535	0.298	59.596
488623.488	6777257.870	6.088	3.543	0.278	0.162	7.044	0.321	59.803
488623.488	6777357.870	6.107	3.711	0.279	0.169	7.146	0.326	58.711
488623.488	6777557.870	7.475	4.866	0.341	0.222	8.919	0.407	56.933
488623.488	6777657.870	8.132	4.033	0.371	0.184	9.078	0.414	63.620
488623.488	6777757.870	8.106	4.435	0.370	0.202	9.240	0.422	61.315
488623.488	6777857.870	8.146	4.784	0.372	0.218	9.447	0.431	59.574
488623.488	6777957.870	6.948	3.561	0.317	0.162	7.807	0.356	62.865
488623.488	6778057.870	2.867	0.879	0.131	0.040	2.999	0.137	72.948
488623.488	6778157.870	0.999	-0.627	0.046	-0.029	1.180	0.054	122.108
488723.488	6776557.870	0.384	-2.460	0.018	-0.112	2.490	0.114	171.129
488723.488	6776757.870	1.588	-1.718	0.072	-0.078	2.340	0.107	137.253
488723.488	6776857.870	2.231	-1.370	0.102	-0.063	2.618	0.119	121.561
488723.488	6776957.870	2.695	-0.546	0.123	-0.025	2.750	0.125	101.449
488723.488	6777057.870	4.455	0.634	0.203	0.029	4.500	0.205	81.907
488723.488	6777157.870	4.474	1.054	0.204	0.048	4.596	0.210	76.747
488723.488	6777257.870	6.321	3.311	0.288	0.151	7.136	0.326	62.353
488723.488	6777357.870	6.958	3.741	0.318	0.171	7.900	0.361	61.734
488723.488	6777457.870	7.247	4.027	0.331	0.184	8.291	0.378	60.940
488723.488	6777557.870	7.875	3.852	0.359	0.176	8.766	0.400	63.932
488723.488	6777657.870	8.045	4.760	0.367	0.217	9.347	0.427	59.389
488723.488	6777757.870	8.610	4.684	0.393	0.214	9.802	0.447	61.455
488723.488	6777857.870	8.798	4.494	0.401	0.205	9.879	0.451	62.943
488723.488	6777957.870	8.581	4.849	0.392	0.221	9.856	0.450	60.527
488723.488	6778057.870	6.203	3.073	0.283	0.140	6.922	0.316	63.643
488723.488	6778157.870	2.463	-0.023	0.112	-0.001	2.463	0.112	90.541
488823.488	6776857.870	-0.161	-1.487	-0.007	-0.068	1.496	0.068	186.177
488823.488	6776957.870	1.967	-1.314	0.090	-0.060	2.365	0.108	123.747
488823.488	6777057.870	3.468	-0.784	0.158	-0.036	3.555	0.162	102.745
488823.488	6777157.870	5.028	1.100	0.229	0.050	5.147	0.235	77.661
488823.488	6777257.870	6.415	2.332	0.293	0.106	6.826	0.311	70.026
488823.488	6777357.870	6.707	2.787	0.306	0.127	7.263	0.331	67.433
488823.488	6777457.870	8.082	3.402	0.369	0.155	8.769	0.400	67.174
488823.488	6777557.870	8.315	4.063	0.379	0.185	9.254	0.422	63.960
488823.488	6777657.870	9.094	4.958	0.415	0.226	10.358	0.473	61.403
488823.488	6777757.870	9.456	5.009	0.431	0.229	10.701	0.488	62.087
488823.488	6777857.870	9.667	4.722	0.441	0.215	10.759	0.491	63.965
488823.488	6777957.870	9.098	4.917	0.415	0.224	10.342	0.472	61.608
488823.488	6778057.870	7.994	4.085	0.365	0.186	8.977	0.410	62.934
488823.488	6778157.870	4.881	1.947	0.223	0.089	5.255	0.240	68.255
488823.488	6778257.870	1.297	-0.730	0.059	-0.033	1.488	0.068	119.380
488923.488	6776957.870	1.260	-1.490	0.058	-0.068	1.951	0.089	139.775
488923.488	6777057.870	2.321	-1.447	0.106	-0.066	2.736	0.125	121.943
488923.488	6777157.870	4.781	-0.860	0.218	-0.039	4.858	0.222	100.199
488923.488	6777257.870	3.981	0.308	0.182	0.014	3.993	0.182	85.578
488923.488	6777357.870	5.599	1.632	0.256	0.074	5.832	0.266	73.749
488923.488	6777457.870	6.866	1.976	0.313	0.090	7.145	0.326	73.944
488923.488	6777557.870	8.009	3.782	0.365	0.173	8.857	0.404	64.724
488923.488	6777657.870	8.546	4.080	0.390	0.186	9.470	0.432	64.478
488923.488	6777757.870	9.312	4.401	0.425	0.201	10.300	0.470	64.705
488923.488	6777857.870	9.484	4.481	0.433	0.204	10.489	0.479	64.710
488923.488	6777957.870	8.951	4.212	0.408	0.192	9.892	0.451	64.803
488923.488	6778057.870	8.448	4.550	0.385	0.208	9.595	0.438	61.692
488923.488	6778157.870	7.556	3.781	0.345	0.173	8.449	0.386	63.417
488923.488	6778257.870	3.611	1.041	0.165	0.048	3.758	0.171	73.916
488923.488	6778357.870	0.710	-1.486	0.032	-0.068	1.647	0.075	154.459
489023.488	6776957.870	1.414	-2.264	0.065	-0.103	2.670	0.122	148.012
489023.488	6777057.870	1.557	-1.818	0.071	-0.083	2.394	0.109	139.422
489023.488	6777157.870	2.876	-0.965	0.131	-0.044	3.034	0.138	108.541
489023.488	6777257.870	3.024	-0.136	0.138	-0.006	3.027	0.138	92.580
489023.488	6777357.870	4.257	0.700	0.194	0.032	4.314	0.197	80.666
489023.488	6777457.870	5.958	1.617	0.272	0.074	6.174	0.282	74.815
489023.488	6777557.870	8.220	3.420	0.375	0.156	8.903	0.406	67.413
489023.488	6777657.870	7.833	3.285	0.357	0.150	8.494	0.388	67.248
489023.488	6777757.870	8.590	3.278	0.392	0.150	9.195	0.420	69.115
489023.488	6777857.870	8.292	3.228	0.378	0.147	8.898	0.406	68.727
489023.488	6777957.870	8.960	4.204	0.409	0.192	9.897	0.452	64.865
489023.488	6778057.870	8.692	4.892	0.397	0.223	9.974	0.455	60.631
489023.488	6778157.870	8.251	4.431	0.377	0.202	9.366	0.427	61.766
489023.488	6778257.870	6.526	3.033	0.298	0.138	7.196	0.328	65.075
489023.488	6778357.870	1.453	0.207	0.066	0.009	1.467	0.067	81.877
489023.488	6778457.870	-1.034	-0.577	-0.047	-0.026	1.184	0.054	240.819
489123.488	6776557.870	1.513	-2.163	0.069	-0.099	2.640	0.120	145.035
489123.488	6776657.870	1.853	-2.398	0.085	-0.109	3.031	0.138	142.310
489123.488	6776757.870	2.095	-2.008	0.096	-0.092	2.902	0.132	133.796
489123.488	6776857.870	1.660	-1.842	0.076	-0.084	2.480	0.113	137.974
489123.488	6776957.870	1.584	-2.119	0.072	-0.097	2.646	0.121	143.222
489123.488	6777057.870	0.791	-1.680	0.036	-0.077	1.857	0.085	154.781
489123.488	6777157.870	1.865	-0.863	0.085	-0.039	2.055	0.094	114.835
489123.488	6777257.870	2.197	-0.606	0.100	-0.028	2.279	0.104	105.412
489123.488	6777357.870	3.185	-0.047	0.145	-0.002	3.186	0.145	90.850
489123.488	6777457.870	5.354	0.863	0.244	0.039	5.423	0.247	80.840
489123.488	6777557.870	6.434	2.825	0.294	0.129	7.027	0.321	66.292
489123.488	6777657.870	7.561	2.942	0.345	0.134	8.113	0.370	68.741
489123.488	6777757.870	7.917	2.962	0.361	0.135	8.453	0.386	69.489
489123.488	6777857.870	8.349	3.073	0.381	0.140	8.897	0.406	69.794
489123.488	6777957.870	8.699	3.531	0.397	0.161	9.389	0.428	67.907
489123.488	6778057.870	8.639	4.097	0.394	0.187	9.561	0.436	64.628
489123.488	6778157.870	8.260	4.109	0.377	0.187	9.225	0.421	63.552
489123.488	6778257.870	7.176	4.022	0.327	0.184	8.226	0.375	60.731
489123.488	6778357.870	4.791	3.030	0.219	0.138	5.669	0.259	57.692
489123.488	6778457.870	0.630	-0.386	0.029	-0.018	0.738	0.034	121.500
489123.488	6778557.870	-0.480	-0.670	-0.022	-0.031	0.824	0.038	215.605
489123.488	6778657.870	-0.398	-0.983	-0.018	-0.045	1.060	0.048	202.037
489123.488	6778757.870	-0.456	-0.435	-0.021	-0.020	0.630	0.029	226.369
489223.488	6776557.870	1.528	-2.272	0.070	-0.104	2.738	0.125	146.089
489223.488	6776657.870	0.963	-2.023	0.044	-0.092	2.240	0.102	154.552
489223.488	6776757.870	0.620	-2.818	0.028	-0.129	2.886	0.132	167.594
489223.488	6776957.870	0.831	-1.985	0.038	-0.091	2.152	0.098	157.272
489223.488	6777057.870	1.123	-1.861	0.051	-0.085	2.173	0.099	148.899
489223.488	6777157.870	1.225	-0.902	0.056	-0.041	1.521	0.069	126.364
489223.488	6777257.870	1.437	-0.640	0.066	-0.029	1.573	0.072	114.021
489223.488	6777357.870	2.362	-0.162	0.108	-0.007	2.368	0.108	93.935
489223.488	6777457.870	3.804	0.621	0.174	0.028	3.854	0.176	80.726
489223.488	6777557.870	4.864	1.451	0.222	0.066	5.076	0.232	73.388
489223.488	6777657.870	7.315	2.455	0.334	0.112	7.716	0.352	71.447
489223.488	6777757.870	8.169	2.849	0.373	0.130	8.651	0.395	70.773
489223.488	6777857.870	8.378	3.001	0.382	0.137	8.899	0.406	70.294
489223.488	6777957.870	9.165	3.123	0.418	0.143	9.682	0.442	71.181
489223.488	6778057.870	8.558	3.530	0.391	0.161	9.257	0.422	67.587
489223.488	6778157.870	8.291	3.808	0.378	0.174	9.124	0.416	65.331
489223.488	6778257.870	6.819	4.178	0.311	0.191	7.997	0.365	58.506
489223.488	6778357.870	5.621	3.227	0.257	0.147	6.482	0.296	60.145
489223.488	6778457.870	3.507	2.512	0.160	0.115	4.314	0.197	54.387
489223.488	6778557.870	0.147	-0.795	0.007	-0.036	0.808	0.037	169.556
489223.488	6778657.870	0.059	-0.539	0.003	-0.025	0.542	0.025	173.774
489223.488	6778757.870	-1.005	-0.610	-0.046	-0.028	1.176	0.054	238.721
489223.488	6778857.870	0.247	-0.416	0.011	-0.019	0.484	0.022	149.263
489323.488	6776357.870	0.798	-2.260	0.036	-0.103	2.397	0.109	160.563
489323.488	6776457.870	1.237	-2.331	0.056	-0.106	2.639	0.120	152.049
489323.488	6776557.870	0.792	-2.522	0.036	-0.115	2.643	0.121	162.562
489323.488	6776657.870	0.858	-2.261	0.039	-0.103	2.419	0.110	159.225
489323.488	6776757.870	0.855	-2.328	0.039	-0.106	2.480	0.113	159.837
489323.488	6776957.870	0.889	-2.028	0.041	-0.093	2.214	0.101	156.326
489323.488	6777057.870	0.205	-1.734	0.009	-0.079	1.746	0.080	173.263
489323.488	6777157.870	0.674	-1.479	0.031	-0.067	1.625	0.074	155.481
489323.488	6777257.870	1.076	-0.926	0.049	-0.042	1.419	0.065	130.714
489323.488	6777357.870	1.247	-0.341	0.057	-0.016	1.293	0.059	105.290
489323.488	6777457.870	2.571	-0.098	0.117	-0.004	2.573	0.117	92.191
489323.488	6777557.870	4.253	0.986	0.194	0.045	4.366	0.199	76.950
489323.488	6777657.870	5.697	1.518	0.260	0.069	5.896	0.269	75.078
489323.488	6777757.870	7.457	2.575	0.340	0.118	7.889	0.360	70.946
489323.488	6777857.870	8.128	3.039	0.371	0.139	8.678	0.396	69.504
489323.488	6777957.870	9.334	2.923	0.426	0.133	9.781	0.446	72.612
489323.488	6778057.870	8.489	3.130	0.387	0.143	9.048	0.413	69.758
489323.488	6778157.870	8.245	3.375	0.376	0.154	8.909	0.407	67.736
489323.488	6778257.870	6.303	3.322	0.288	0.152	7.124	0.325	62.209
489323.488	6778357.870	5.607	3.701	0.256	0.169	6.718	0.307	56.572
489323.488	6778457.870	4.661	3.109	0.213	0.142	5.603	0.256	56.292
489323.488	6778557.870	2.400	1.254	0.110	0.057	2.708	0.124	62.407
489323.488	6778657.870	0.167	-0.519	0.008	-0.024	0.545	0.025	162.154
489323.488	6778757.870	-0.027	-0.697	-0.001	-0.032	0.698	0.032	182.231
489323.488	6778857.870	1.107	-0.971	0.051	-0.044	1.472	0.067	131.246
489323.488	6778957.870	3.009	-2.635	0.137	-0.120	4.000	0.183	131.202
489423.488	6776357.870	1.199	-1.951	0.055	-0.089	2.290	0.105	148.433
489423.488	6776457.870	0.510	-2.251	0.023	-0.103	2.308	0.105	167.224
489423.488	6776557.870	0.764	-2.664	0.035	-0.122	2.772	0.126	164.006
489423.488	6776657.870	0.742	-1.712	0.034	-0.078	1.866	0.085	156.566
489423.488	6776757.870	0.126	-1.577	0.006	-0.072	1.582	0.072	175.430
489423.488	6776857.870	1.367	-1.633	0.062	-0.075	2.130	0.097	140.066
489423.488	6776957.870	0.612	-1.981	0.028	-0.090	2.073	0.095	162.837
489423.488	6777057.870	-0.042	-1.628	-0.002	-0.074	1.629	0.074	181.462
489423.488	6777157.870	2.717	-1.560	0.124	-0.071	3.133	0.143	119.863
489423.488	6777257.870	0.415	-1.081	0.019	-0.049	1.158	0.053	158.992
489423.488	6777357.870	1.157	-0.736	0.053	-0.034	1.371	0.063	122.472
489423.488	6777457.870	1.390	-0.317	0.063	-0.014	1.426	0.065	102.840
489423.488	6777557.870	3.302	0.581	0.151	0.027	3.353	0.153	80.024
489423.488	6777657.870	5.122	1.208	0.234	0.055	5.263	0.240	76.727
489423.488	6777757.870	4.813	2.764	0.220	0.126	5.550	0.253	60.137
489423.488	6777857.870	7.702	2.871	0.351	0.131	8.220	0.375	69.557
489423.488	6777957.870	8.309	2.796	0.379	0.128	8.767	0.400	71.405
489423.488	6778057.870	8.472	2.723	0.387	0.124	8.899	0.406	72.182
489423.488	6778157.870	7.646	2.940	0.349	0.134	8.192	0.374	68.965
489423.488	6778257.870	7.473	4.274	0.341	0.195	8.609	0.393	60.233
489423.488	6778357.870	5.354	4.502	0.244	0.205	6.995	0.319	49.945
489423.488	6778457.870	4.433	3.762	0.202	0.172	5.814	0.265	49.679
489423.488	6778557.870	3.960	2.280	0.181	0.104	4.569	0.208	60.069
489423.488	6778657.870	1.608	0.281	0.073	0.013	1.632	0.074	80.086
489423.488	6778757.870	0.665	-0.616	0.030	-0.028	0.907	0.041	132.814
489423.488	6778857.870	1.938	-2.003	0.088	-0.091	2.787	0.127	135.952
489423.488	6778957.870	4.660	-2.929	0.213	-0.134	5.504	0.251	122.151
489523.488	6776457.870	-0.252	-1.745	-0.011	-0.080	1.763	0.080	188.202
489523.488	6776557.870	1.424	-2.292	0.065	-0.105	2.698	0.123	148.138
489523.488	6776657.870	1.176	-1.632	0.054	-0.074	2.012	0.092	144.236
489523.488	6776757.870	0.961	-1.912	0.044	-0.087	2.140	0.098	153.317
489523.488	6776957.870	0.260	-1.950	0.012	-0.089	1.967	0.090	172.414
489523.488	6777057.870	-0.433	-1.741	-0.020	-0.079	1.794	0.082	193.979
489523.488	6777157.870	-0.772	-1.440	-0.035	-0.066	1.634	0.075	208.182
489523.488	6777257.870	2.999	-1.500	0.137	-0.068	3.353	0.153	116.570
489523.488	6777357.870	0.486	-0.794	0.022	-0.036	0.931	0.042	148.503
489523.488	6777457.870	1.205	-0.581	0.055	-0.027	1.338	0.061	115.747
489523.488	6777557.870	2.557	0.069	0.117	0.003	2.558	0.117	88.462
489523.488	6777657.870	4.220	1.300	0.193	0.059	4.416	0.202	72.877
489523.488	6777757.870	6.007	1.791	0.274	0.082	6.268	0.286	73.401
489523.488	6777857.870	7.147	2.361	0.326	0.108	7.527	0.343	71.722
489523.488	6777957.870	7.421	2.705	0.339	0.123	7.898	0.360	69.974
489523.488	6778057.870	7.616	2.285	0.348	0.104	7.952	0.363	73.299
489523.488	6778157.870	7.440	2.531	0.340	0.115	7.859	0.359	71.213
489523.488	6778257.870	7.179	2.434	0.328	0.111	7.581	0.346	71.274
489523.488	6778357.870	7.273	3.761	0.332	0.172	8.188	0.374	62.659
489523.488	6778457.870	6.055	4.137	0.276	0.189	7.333	0.335	55.656
489523.488	6778557.870	4.921	2.817	0.225	0.129	5.670	0.259	60.217
489523.488	6778657.870	3.357	1.023	0.153	0.047	3.510	0.160	73.051
489523.488	6778757.870	2.555	-0.176	0.117	-0.008	2.561	0.117	93.940
489523.488	6778857.870	4.100	-2.119	0.187	-0.097	4.615	0.211	117.333
489523.488	6778957.870	6.494	-3.627	0.296	-0.165	7.439	0.339	119.181
489523.488	6779057.870	9.504	-5.072	0.434	-0.231	10.773	0.492	118.088
489623.488	6776557.870	1.453	-2.494	0.066	-0.114	2.887	0.132	149.776
489623.488	6776657.870	1.113	-1.507	0.051	-0.069	1.874	0.085	143.552
489623.488	6776757.870	0.805	-2.057	0.037	-0.094	2.209	0.101	158.625
489623.488	6776857.870	0.505	-2.524	0.023	-0.115	2.574	0.117	168.677
489623.488	6776957.870	0.881	-0.458	0.040	-0.021	0.993	0.045	117.456
489623.488	6777057.870	0.693	-0.402	0.032	-0.018	0.801	0.037	120.153
489623.488	6777157.870	0.232	-1.828	0.011	-0.083	1.843	0.084	172.760
489623.488	6777257.870	0.541	-1.192	0.025	-0.054	1.309	0.060	155.577
489623.488	6777357.870	0.189	-0.970	0.009	-0.044	0.988	0.045	168.998
489623.488	6777457.870	0.951	-0.605	0.043	-0.028	1.127	0.051	122.458
489623.488	6777557.870	2.003	-0.126	0.091	-0.006	2.007	0.092	93.587
489623.488	6777657.870	3.490	1.069	0.159	0.049	3.649	0.167	72.974
489623.488	6777757.870	5.019	1.646	0.229	0.075	5.282	0.241	71.843
489623.488	6777857.870	5.909	2.335	0.270	0.107	6.354	0.290	68.440
489623.488	6777957.870	7.094	2.586	0.324	0.118	7.551	0.345	69.970
489623.488	6778057.870	7.864	2.039	0.359	0.093	8.124	0.371	75.467
489623.488	6778157.870	8.199	2.406	0.374	0.110	8.545	0.390	73.644
489623.488	6778257.870	8.121	2.838	0.371	0.130	8.603	0.393	70.736
489623.488	6778357.870	7.682	3.196	0.351	0.146	8.320	0.380	67.410
489623.488	6778457.870	6.440	3.558	0.294	0.162	7.357	0.336	61.083
489623.488	6778557.870	6.172	2.781	0.282	0.127	6.770	0.309	65.742
489623.488	6778657.870	5.437	1.211	0.248	0.055	5.571	0.254	77.440
489623.488	6778757.870	4.580	-0.492	0.209	-0.022	4.607	0.210	96.125
489623.488	6778857.870	5.851	-2.269	0.267	-0.104	6.276	0.286	111.198
489623.488	6778957.870	7.844	-3.890	0.358	-0.178	8.756	0.400	116.377
489623.488	6779057.870	11.831	-5.924	0.540	-0.270	13.231	0.604	116.601
489623.488	6779157.870	15.361	-7.425	0.701	-0.339	17.061	0.779	115.797
489723.488	6776657.870	0.780	-1.651	0.036	-0.075	1.826	0.083	154.717
489723.488	6776757.870	0.815	-2.204	0.037	-0.101	2.350	0.107	159.718
489723.488	6776857.870	0.697	-2.005	0.032	-0.091	2.123	0.097	160.833
489723.488	6776957.870	0.584	-0.586	0.027	-0.027	0.828	0.038	135.092
489723.488	6777057.870	0.157	-0.814	0.007	-0.037	0.829	0.038	169.108
489723.488	6777157.870	0.983	-1.607	0.045	-0.073	1.884	0.086	148.547
489723.488	6777257.870	-0.025	-1.298	-0.001	-0.059	1.298	0.059	181.087
489723.488	6777357.870	-0.062	-1.075	-0.003	-0.049	1.077	0.049	183.288
489723.488	6777457.870	1.149	-0.678	0.052	-0.031	1.334	0.061	120.546
489723.488	6777557.870	0.753	0.194	0.034	0.009	0.778	0.035	75.569
489723.488	6777657.870	2.586	0.876	0.118	0.040	2.731	0.125	71.278
489723.488	6777757.870	3.876	1.787	0.177	0.082	4.268	0.195	65.253
489723.488	6777857.870	5.111	2.457	0.233	0.112	5.671	0.259	64.330
489723.488	6777957.870	6.284	2.869	0.287	0.131	6.908	0.315	65.460
489723.488	6778057.870	7.928	2.472	0.362	0.113	8.304	0.379	72.684
489723.488	6778157.870	8.391	2.263	0.383	0.103	8.691	0.397	74.907
489723.488	6778257.870	8.186	3.012	0.374	0.137	8.723	0.398	69.801
489723.488	6778357.870	7.904	3.107	0.361	0.142	8.493	0.388	68.538
489723.488	6778457.870	6.787	3.023	0.310	0.138	7.429	0.339	65.991
489723.488	6778557.870	7.151	2.579	0.326	0.118	7.602	0.347	70.168
489723.488	6778657.870	6.277	1.061	0.286	0.048	6.366	0.291	80.408
489723.488	6778757.870	6.275	-0.650	0.286	-0.030	6.308	0.288	95.919
