"Cx"	"Cy"	"Dx"	"Dy"	"Vx"	"Vy"	"Dxy"	"Vxy"	"Hxy"
509823.488	6787257.870	-13.543	-9.947	-0.618	-0.454	16.804	0.767	233.704
509823.488	6787357.870	-13.922	-11.693	-0.635	-0.534	18.181	0.830	229.971
509823.488	6787457.870	-15.338	-12.725	-0.700	-0.581	19.929	0.909	230.320
509823.488	6787557.870	-16.324	-12.994	-0.745	-0.593	20.864	0.952	231.481
509823.488	6787657.870	-17.303	-13.240	-0.790	-0.604	21.787	0.994	232.578
509823.488	6787757.870	-17.997	-13.223	-0.821	-0.603	22.333	1.019	233.694
509823.488	6787857.870	-18.352	-13.757	-0.837	-0.628	22.936	1.047	233.143
509823.488	6787957.870	-18.956	-14.225	-0.865	-0.649	23.700	1.081	233.116
509823.488	6788057.870	-19.350	-14.524	-0.883	-0.663	24.195	1.104	233.108
509823.488	6788157.870	-19.685	-13.827	-0.898	-0.631	24.056	1.098	234.915
509823.488	6788257.870	-19.266	-14.897	-0.879	-0.680	24.354	1.111	232.287
509823.488	6788357.870	-19.470	-15.140	-0.888	-0.691	24.664	1.125	232.131
509823.488	6788457.870	-19.213	-15.360	-0.877	-0.701	24.598	1.122	231.360
509823.488	6788557.870	-19.398	-15.163	-0.885	-0.692	24.621	1.123	231.986
509823.488	6788657.870	-19.232	-15.123	-0.878	-0.690	24.466	1.116	231.820
509823.488	6788757.870	-19.088	-14.854	-0.871	-0.678	24.187	1.104	232.111
509823.488	6788857.870	-18.796	-14.147	-0.858	-0.646	23.525	1.073	233.032
509823.488	6788957.870	-18.277	-16.008	-0.834	-0.730	24.296	1.109	228.787
509823.488	6789057.870	-17.885	-14.430	-0.816	-0.658	22.981	1.049	231.103
509823.488	6789157.870	-16.959	-13.079	-0.774	-0.597	21.417	0.977	232.360
509823.488	6789257.870	-16.182	-15.707	-0.738	-0.717	22.552	1.029	225.853
509823.488	6789357.870	-15.803	-15.748	-0.721	-0.719	22.310	1.018	225.100
509823.488	6789457.870	-15.134	-16.121	-0.691	-0.736	22.112	1.009	223.190
509823.488	6789557.870	-13.525	-15.123	-0.617	-0.690	20.289	0.926	221.806
509823.488	6789657.870	-13.303	-15.705	-0.607	-0.717	20.582	0.939	220.267
509823.488	6789757.870	-11.542	-14.712	-0.527	-0.671	18.699	0.853	218.116
509823.488	6789857.870	-11.106	-15.007	-0.507	-0.685	18.670	0.852	216.504
509823.488	6789957.870	-8.829	-15.105	-0.403	-0.689	17.497	0.798	210.307
509823.488	6790057.870	-7.353	-15.178	-0.336	-0.693	16.865	0.770	205.849
509823.488	6790157.870	-6.226	-14.255	-0.284	-0.650	15.556	0.710	203.595
509823.488	6790257.870	-3.747	-14.670	-0.171	-0.669	15.141	0.691	194.327
509823.488	6790357.870	-4.371	-11.935	-0.199	-0.545	12.710	0.580	200.116
509923.488	6783057.870	1.917	-2.410	0.087	-0.110	3.079	0.141	141.512
509923.488	6783157.870	1.492	-2.091	0.068	-0.095	2.569	0.117	144.501
509923.488	6783257.870	0.849	-2.303	0.039	-0.105	2.455	0.112	159.773
509923.488	6783357.870	0.332	-2.693	0.015	-0.123	2.714	0.124	172.971
509923.488	6783457.870	-0.473	-2.738	-0.022	-0.125	2.779	0.127	189.804
509923.488	6783557.870	-0.790	-3.120	-0.036	-0.142	3.218	0.147	194.216
509923.488	6783657.870	-1.002	-3.114	-0.046	-0.142	3.272	0.149	197.834
509923.488	6783757.870	-1.123	-3.749	-0.051	-0.171	3.914	0.179	196.677
509923.488	6783857.870	-0.991	-3.710	-0.045	-0.169	3.840	0.175	194.949
509923.488	6783957.870	-1.175	-3.622	-0.054	-0.165	3.808	0.174	197.969
509923.488	6784057.870	-1.030	-3.731	-0.047	-0.170	3.870	0.177	195.439
509923.488	6784157.870	-1.183	-3.743	-0.054	-0.171	3.925	0.179	197.540
509923.488	6784257.870	-1.052	-3.820	-0.048	-0.174	3.962	0.181	195.406
509923.488	6784357.870	-0.524	-4.382	-0.024	-0.200	4.413	0.201	186.822
509923.488	6784457.870	-0.146	-4.330	-0.007	-0.198	4.333	0.198	181.932
509923.488	6784557.870	-0.095	-3.311	-0.004	-0.151	3.312	0.151	181.639
509923.488	6784657.870	-0.150	-1.940	-0.007	-0.089	1.946	0.089	184.413
509923.488	6784757.870	1.199	-3.454	0.055	-0.158	3.656	0.167	160.854
509923.488	6784857.870	1.797	-3.625	0.082	-0.165	4.046	0.185	153.631
509923.488	6784957.870	1.495	-3.487	0.068	-0.159	3.794	0.173	156.790
509923.488	6785057.870	1.513	-3.287	0.069	-0.150	3.618	0.165	155.281
509923.488	6785157.870	1.913	-2.857	0.087	-0.130	3.438	0.157	146.191
509923.488	6786557.870	-0.324	-1.138	-0.015	-0.052	1.183	0.054	195.887
509923.488	6786657.870	-1.515	-2.206	-0.069	-0.101	2.676	0.122	214.481
509923.488	6786757.870	-3.228	-3.036	-0.147	-0.139	4.432	0.202	226.752
509923.488	6786857.870	-6.809	-3.505	-0.311	-0.160	7.658	0.349	242.761
509923.488	6786957.870	-8.738	-4.435	-0.399	-0.202	9.799	0.447	243.089
509923.488	6787057.870	-10.501	-5.710	-0.479	-0.261	11.953	0.545	241.464
509923.488	6787157.870	-12.104	-7.436	-0.552	-0.339	14.205	0.648	238.435
509923.488	6787257.870	-12.630	-9.058	-0.576	-0.413	15.543	0.709	234.353
509923.488	6787357.870	-13.543	-11.197	-0.618	-0.511	17.573	0.802	230.417
509923.488	6787457.870	-15.106	-12.150	-0.689	-0.554	19.386	0.885	231.189
509923.488	6787557.870	-15.621	-12.649	-0.713	-0.577	20.100	0.917	231.002
509923.488	6787657.870	-16.716	-12.471	-0.763	-0.569	20.855	0.952	233.274
509923.488	6787757.870	-17.591	-12.719	-0.803	-0.580	21.708	0.991	234.132
509923.488	6787857.870	-17.876	-13.182	-0.816	-0.602	22.210	1.013	233.594
509923.488	6787957.870	-18.847	-13.794	-0.860	-0.629	23.355	1.066	233.800
509923.488	6788057.870	-18.766	-14.347	-0.856	-0.655	23.622	1.078	232.603
509923.488	6788157.870	-19.247	-14.247	-0.878	-0.650	23.946	1.093	233.491
509923.488	6788257.870	-19.227	-14.987	-0.877	-0.684	24.378	1.112	232.064
509923.488	6788357.870	-19.238	-15.244	-0.878	-0.696	24.545	1.120	231.607
509923.488	6788457.870	-19.444	-15.421	-0.887	-0.704	24.816	1.132	231.582
509923.488	6788557.870	-19.603	-15.047	-0.895	-0.687	24.712	1.128	232.491
509923.488	6788657.870	-19.532	-14.616	-0.891	-0.667	24.395	1.113	233.191
509923.488	6788757.870	-19.429	-14.811	-0.887	-0.676	24.431	1.115	232.682
509923.488	6788857.870	-18.642	-15.448	-0.851	-0.705	24.211	1.105	230.353
509923.488	6788957.870	-17.676	-15.296	-0.807	-0.698	23.376	1.067	229.129
509923.488	6789057.870	-17.647	-14.708	-0.805	-0.671	22.973	1.048	230.190
509923.488	6789157.870	-16.412	-17.125	-0.749	-0.781	23.720	1.082	223.782
509923.488	6789257.870	-16.177	-16.868	-0.738	-0.770	23.371	1.066	223.801
509923.488	6789357.870	-15.654	-16.790	-0.714	-0.766	22.956	1.047	222.994
509923.488	6789457.870	-14.909	-16.559	-0.680	-0.756	22.282	1.017	221.998
509923.488	6789557.870	-13.950	-16.615	-0.637	-0.758	21.695	0.990	220.017
509923.488	6789657.870	-13.114	-15.766	-0.598	-0.719	20.507	0.936	219.754
509923.488	6789757.870	-12.192	-15.853	-0.556	-0.723	19.999	0.913	217.561
509923.488	6789857.870	-10.867	-16.145	-0.496	-0.737	19.462	0.888	213.945
509923.488	6789957.870	-9.296	-16.477	-0.424	-0.752	18.918	0.863	209.431
509923.488	6790057.870	-8.161	-16.688	-0.372	-0.761	18.577	0.848	206.061
509923.488	6790157.870	-6.876	-16.708	-0.314	-0.762	18.067	0.824	202.368
509923.488	6790257.870	-5.184	-17.303	-0.237	-0.790	18.063	0.824	196.677
509923.488	6790357.870	-3.506	-16.560	-0.160	-0.756	16.927	0.772	191.955
509923.488	6790457.870	-2.993	-15.145	-0.137	-0.691	15.438	0.704	191.178
509923.488	6790557.870	-3.466	-14.368	-0.158	-0.656	14.780	0.674	193.563
509923.488	6790657.870	1.187	-5.545	0.054	-0.253	5.671	0.259	167.914
509923.488	6790757.870	0.481	-5.010	0.022	-0.229	5.034	0.230	174.519
509923.488	6790857.870	1.134	-3.389	0.052	-0.155	3.574	0.163	161.500
509923.488	6790957.870	2.147	-2.229	0.098	-0.102	3.094	0.141	136.076
509923.488	6791057.870	1.379	-2.393	0.063	-0.109	2.761	0.126	150.049
510023.488	6783057.870	2.208	-2.389	0.101	-0.109	3.253	0.148	137.258
510023.488	6783157.870	0.879	-1.564	0.040	-0.071	1.794	0.082	150.674
510023.488	6783257.870	0.894	-2.516	0.041	-0.115	2.670	0.122	160.427
510023.488	6783357.870	0.435	-2.473	0.020	-0.113	2.511	0.115	170.026
510023.488	6783457.870	-0.194	-2.724	-0.009	-0.124	2.730	0.125	184.071
510023.488	6783557.870	-0.485	-3.113	-0.022	-0.142	3.151	0.144	188.859
510023.488	6783657.870	-0.770	-3.241	-0.035	-0.148	3.332	0.152	193.366
510023.488	6783757.870	-0.983	-3.017	-0.045	-0.138	3.173	0.145	198.044
510023.488	6783857.870	-0.821	-4.277	-0.037	-0.195	4.356	0.199	190.870
510023.488	6783957.870	-1.171	-3.671	-0.053	-0.168	3.853	0.176	197.686
510023.488	6784057.870	-0.889	-3.505	-0.041	-0.160	3.616	0.165	194.239
510023.488	6784157.870	-1.182	-2.933	-0.054	-0.134	3.162	0.144	201.944
510023.488	6784257.870	-0.462	-3.751	-0.021	-0.171	3.779	0.172	187.015
510023.488	6784357.870	-0.361	-4.333	-0.016	-0.198	4.348	0.198	184.768
510023.488	6784457.870	-0.492	-3.876	-0.022	-0.177	3.907	0.178	187.234
510023.488	6784557.870	-0.060	-3.265	-0.003	-0.149	3.265	0.149	181.058
510023.488	6784657.870	0.371	-3.290	0.017	-0.150	3.311	0.151	173.568
510023.488	6784757.870	0.780	-3.070	0.036	-0.140	3.168	0.145	165.745
510023.488	6784857.870	1.293	-2.875	0.059	-0.131	3.153	0.144	155.780
510023.488	6784957.870	1.881	-3.015	0.086	-0.138	3.553	0.162	148.043
510023.488	6785057.870	1.558	-3.090	0.071	-0.141	3.460	0.158	153.238
510023.488	6785157.870	2.306	-2.303	0.105	-0.105	3.259	0.149	134.957
510023.488	6786557.870	0.208	-1.377	0.009	-0.063	1.393	0.064	171.420
510023.488	6786657.870	-0.849	-0.827	-0.039	-0.038	1.185	0.054	225.757
510023.488	6786757.870	-2.383	-2.048	-0.109	-0.093	3.142	0.143	229.332
510023.488	6786857.870	-5.107	-2.616	-0.233	-0.119	5.738	0.262	242.879
510023.488	6786957.870	-7.438	-3.097	-0.339	-0.141	8.057	0.368	247.392
510023.488	6787057.870	-9.264	-4.688	-0.423	-0.214	10.382	0.474	243.155
510023.488	6787157.870	-10.842	-6.327	-0.495	-0.289	12.553	0.573	239.736
510023.488	6787257.870	-12.032	-8.351	-0.549	-0.381	14.646	0.668	235.237
510023.488	6787357.870	-12.955	-9.659	-0.591	-0.441	16.160	0.737	233.292
510023.488	6787457.870	-14.306	-10.285	-0.653	-0.469	17.619	0.804	234.287
510023.488	6787557.870	-15.165	-11.838	-0.692	-0.540	19.238	0.878	232.024
510023.488	6787657.870	-15.984	-11.865	-0.729	-0.541	19.906	0.908	233.414
510023.488	6787757.870	-16.972	-12.484	-0.774	-0.570	21.069	0.961	233.662
510023.488	6787857.870	-17.058	-12.815	-0.778	-0.585	21.335	0.974	233.083
510023.488	6787957.870	-17.346	-13.546	-0.792	-0.618	22.009	1.004	232.012
510023.488	6788057.870	-17.867	-14.515	-0.815	-0.662	23.020	1.050	230.908
510023.488	6788157.870	-18.590	-14.806	-0.848	-0.676	23.766	1.084	231.464
510023.488	6788257.870	-19.064	-15.090	-0.870	-0.689	24.314	1.109	231.637
510023.488	6788357.870	-19.234	-15.179	-0.878	-0.693	24.502	1.118	231.719
510023.488	6788457.870	-19.093	-15.287	-0.871	-0.698	24.459	1.116	231.317
510023.488	6788557.870	-18.945	-15.598	-0.864	-0.712	24.540	1.120	230.534
510023.488	6788657.870	-19.150	-14.856	-0.874	-0.678	24.237	1.106	232.196
510023.488	6788757.870	-18.359	-15.607	-0.838	-0.712	24.096	1.100	229.633
510023.488	6788857.870	-18.075	-15.585	-0.825	-0.711	23.866	1.089	229.231
510023.488	6788957.870	-17.635	-16.564	-0.805	-0.756	24.194	1.104	226.794
510023.488	6789057.870	-17.309	-16.511	-0.790	-0.753	23.921	1.092	226.352
510023.488	6789157.870	-16.486	-17.115	-0.752	-0.781	23.763	1.084	223.927
510023.488	6789257.870	-15.894	-17.543	-0.725	-0.801	23.673	1.080	222.177
510023.488	6789357.870	-15.435	-17.243	-0.704	-0.787	23.143	1.056	221.834
510023.488	6789457.870	-14.713	-17.266	-0.671	-0.788	22.685	1.035	220.435
510023.488	6789557.870	-13.822	-17.453	-0.631	-0.796	22.263	1.016	218.377
510023.488	6789657.870	-13.095	-17.509	-0.598	-0.799	21.864	0.998	216.792
510023.488	6789757.870	-12.083	-16.616	-0.551	-0.758	20.545	0.937	216.024
510023.488	6789857.870	-10.777	-17.207	-0.492	-0.785	20.303	0.926	212.059
510023.488	6789957.870	-10.050	-17.364	-0.459	-0.792	20.063	0.915	210.062
510023.488	6790057.870	-8.362	-18.560	-0.382	-0.847	20.357	0.929	204.254
510023.488	6790157.870	-7.511	-18.545	-0.343	-0.846	20.009	0.913	202.049
510023.488	6790257.870	-6.164	-19.276	-0.281	-0.880	20.238	0.923	197.733
510023.488	6790357.870	-4.756	-20.113	-0.217	-0.918	20.668	0.943	193.305
510023.488	6790457.870	-4.437	-20.394	-0.202	-0.931	20.871	0.952	192.275
510023.488	6790557.870	-2.745	-18.863	-0.125	-0.861	19.061	0.870	188.280
510023.488	6790657.870	-1.484	-16.500	-0.068	-0.753	16.567	0.756	185.139
510023.488	6790757.870	-0.949	-12.516	-0.043	-0.571	12.552	0.573	184.334
510023.488	6790857.870	-0.730	-10.510	-0.033	-0.480	10.536	0.481	183.974
510123.488	6783157.870	1.543	-1.991	0.070	-0.091	2.519	0.115	142.234
510123.488	6783257.870	1.255	-2.297	0.057	-0.105	2.618	0.119	151.348
510123.488	6783357.870	0.513	-2.500	0.023	-0.114	2.552	0.116	168.410
510123.488	6783457.870	0.160	-2.667	0.007	-0.122	2.672	0.122	176.573
510123.488	6783557.870	-0.077	-2.782	-0.003	-0.127	2.783	0.127	181.577
510123.488	6783657.870	-0.673	-3.088	-0.031	-0.141	3.160	0.144	192.289
510123.488	6783757.870	-0.660	-3.446	-0.030	-0.157	3.508	0.160	190.846
510123.488	6783857.870	-0.714	-3.372	-0.033	-0.154	3.447	0.157	191.961
510123.488	6783957.870	-0.890	-3.203	-0.041	-0.146	3.324	0.152	195.534
510123.488	6784057.870	-0.655	-3.259	-0.030	-0.149	3.324	0.152	191.361
510123.488	6784157.870	-0.511	-3.498	-0.023	-0.160	3.535	0.161	188.317
510123.488	6784257.870	-0.433	-3.484	-0.020	-0.159	3.510	0.160	187.081
510123.488	6784357.870	-0.445	-3.335	-0.020	-0.152	3.365	0.154	187.602
510123.488	6784457.870	-0.199	-2.648	-0.009	-0.121	2.655	0.121	184.297
510123.488	6784557.870	0.279	-2.884	0.013	-0.132	2.898	0.132	174.479
510123.488	6784657.870	0.667	-2.811	0.030	-0.128	2.889	0.132	166.661
510123.488	6784757.870	1.039	-2.887	0.047	-0.132	3.069	0.140	160.208
510123.488	6784857.870	1.204	-2.752	0.055	-0.126	3.004	0.137	156.377
510123.488	6784957.870	2.031	-3.206	0.093	-0.146	3.796	0.173	147.646
510123.488	6785057.870	2.103	-3.080	0.096	-0.141	3.730	0.170	145.684
510123.488	6785157.870	1.099	-2.640	0.050	-0.120	2.860	0.131	157.392
510123.488	6785257.870	2.263	-3.200	0.103	-0.146	3.919	0.179	144.731
510123.488	6786457.870	1.984	-2.712	0.091	-0.124	3.361	0.153	143.811
510123.488	6786557.870	1.196	-1.444	0.055	-0.066	1.875	0.086	140.354
510123.488	6786657.870	0.469	-1.559	0.021	-0.071	1.628	0.074	163.249
510123.488	6786757.870	-1.142	-1.634	-0.052	-0.075	1.993	0.091	214.946
510123.488	6786857.870	-4.170	-1.958	-0.190	-0.089	4.607	0.210	244.847
510123.488	6786957.870	-6.765	-3.116	-0.309	-0.142	7.448	0.340	245.269
510123.488	6787057.870	-8.566	-4.038	-0.391	-0.184	9.470	0.432	244.760
510123.488	6787157.870	-10.020	-5.885	-0.457	-0.269	11.620	0.530	239.573
510123.488	6787257.870	-11.474	-7.151	-0.524	-0.326	13.520	0.617	238.070
510123.488	6787357.870	-12.771	-8.519	-0.583	-0.389	15.351	0.701	236.296
510123.488	6787457.870	-13.286	-9.968	-0.606	-0.455	16.610	0.758	233.122
510123.488	6787557.870	-14.452	-10.503	-0.659	-0.479	17.866	0.815	233.994
510123.488	6787657.870	-15.514	-11.223	-0.708	-0.512	19.148	0.874	234.119
510123.488	6787757.870	-15.098	-12.105	-0.689	-0.552	19.352	0.883	231.279
510123.488	6787857.870	-16.038	-12.853	-0.732	-0.587	20.553	0.938	231.290
510123.488	6787957.870	-16.233	-13.512	-0.741	-0.617	21.121	0.964	230.227
510123.488	6788057.870	-17.455	-13.990	-0.796	-0.638	22.369	1.021	231.288
510123.488	6788157.870	-18.124	-14.606	-0.827	-0.667	23.277	1.062	231.135
510123.488	6788257.870	-18.834	-14.929	-0.859	-0.681	24.033	1.097	231.597
510123.488	6788357.870	-18.892	-15.030	-0.862	-0.686	24.142	1.102	231.495
510123.488	6788457.870	-18.607	-15.200	-0.849	-0.694	24.026	1.096	230.755
510123.488	6788557.870	-18.725	-15.705	-0.854	-0.717	24.439	1.115	230.012
510123.488	6788657.870	-18.243	-15.634	-0.832	-0.713	24.026	1.096	229.405
510123.488	6788757.870	-17.719	-16.451	-0.809	-0.751	24.179	1.103	227.124
510123.488	6788857.870	-17.424	-16.342	-0.795	-0.746	23.889	1.090	226.835
510123.488	6788957.870	-17.348	-16.653	-0.792	-0.760	24.048	1.097	226.170
510123.488	6789057.870	-16.467	-17.178	-0.751	-0.784	23.795	1.086	223.789
510123.488	6789157.870	-15.907	-17.704	-0.726	-0.808	23.801	1.086	221.939
510123.488	6789257.870	-15.421	-17.972	-0.704	-0.820	23.681	1.081	220.632
510123.488	6789357.870	-15.047	-18.241	-0.687	-0.832	23.646	1.079	219.519
510123.488	6789457.870	-14.278	-18.610	-0.652	-0.849	23.456	1.070	217.496
510123.488	6789557.870	-13.697	-18.565	-0.625	-0.847	23.071	1.053	216.420
510123.488	6789657.870	-13.117	-18.467	-0.599	-0.843	22.652	1.034	215.386
510123.488	6789757.870	-12.187	-18.627	-0.556	-0.850	22.259	1.016	213.196
510123.488	6789857.870	-10.524	-18.464	-0.480	-0.843	21.253	0.970	209.683
510123.488	6789957.870	-9.882	-18.879	-0.451	-0.861	21.309	0.972	207.628
510123.488	6790057.870	-8.386	-19.939	-0.383	-0.910	21.631	0.987	202.811
510123.488	6790157.870	-7.904	-19.857	-0.361	-0.906	21.373	0.975	201.705
510123.488	6790257.870	-6.118	-20.727	-0.279	-0.946	21.611	0.986	196.446
510123.488	6790357.870	-5.602	-22.380	-0.256	-1.021	23.070	1.053	194.054
510123.488	6790457.870	-3.940	-22.691	-0.180	-1.035	23.031	1.051	189.849
510123.488	6790557.870	-3.375	-21.930	-0.154	-1.001	22.188	1.012	188.748
510123.488	6790657.870	-1.508	-19.369	-0.069	-0.884	19.428	0.887	184.453
510123.488	6790757.870	-1.356	-17.715	-0.062	-0.808	17.767	0.811	184.378
510223.488	6783157.870	1.795	-1.672	0.082	-0.076	2.453	0.112	132.961
510223.488	6783257.870	1.221	-1.867	0.056	-0.085	2.231	0.102	146.813
510223.488	6783357.870	0.937	-2.815	0.043	-0.128	2.967	0.135	161.587
510223.488	6783457.870	0.427	-2.554	0.019	-0.117	2.590	0.118	170.508
510223.488	6783557.870	0.177	-2.371	0.008	-0.108	2.378	0.108	175.738
510223.488	6783657.870	-0.884	-3.048	-0.040	-0.139	3.173	0.145	196.179
510223.488	6783757.870	-0.409	-3.167	-0.019	-0.145	3.193	0.146	187.362
510223.488	6783857.870	-1.098	-2.890	-0.050	-0.132	3.092	0.141	200.806
510223.488	6783957.870	-0.813	-3.715	-0.037	-0.170	3.803	0.174	192.350
510223.488	6784057.870	-0.402	-3.256	-0.018	-0.149	3.281	0.150	187.037
510223.488	6784157.870	-0.448	-3.040	-0.020	-0.139	3.073	0.140	188.390
510223.488	6784257.870	-0.408	-3.050	-0.019	-0.139	3.077	0.140	187.617
510223.488	6784357.870	-0.311	-4.143	-0.014	-0.189	4.154	0.190	184.300
510223.488	6784457.870	-0.233	-2.832	-0.011	-0.129	2.842	0.130	184.709
510223.488	6784557.870	0.090	-2.899	0.004	-0.132	2.901	0.132	178.214
510223.488	6784657.870	0.665	-2.602	0.030	-0.119	2.685	0.123	165.666
510223.488	6784757.870	0.956	-2.370	0.044	-0.108	2.556	0.117	158.021
510223.488	6784857.870	1.056	-2.454	0.048	-0.112	2.671	0.122	156.714
510223.488	6784957.870	1.816	-3.256	0.083	-0.149	3.729	0.170	150.849
510223.488	6785057.870	2.154	-3.154	0.098	-0.144	3.819	0.174	145.660
510223.488	6785157.870	2.065	-2.501	0.094	-0.114	3.244	0.148	140.457
510223.488	6785257.870	2.422	-2.516	0.111	-0.115	3.492	0.159	136.080
510223.488	6786457.870	1.236	-2.566	0.056	-0.117	2.848	0.130	154.280
510223.488	6786557.870	1.464	-1.255	0.067	-0.057	1.928	0.088	130.595
510223.488	6786657.870	0.212	-0.710	0.010	-0.032	0.740	0.034	163.398
510223.488	6786757.870	-0.444	-0.940	-0.020	-0.043	1.040	0.047	205.297
510223.488	6786857.870	-2.863	-1.779	-0.131	-0.081	3.371	0.154	238.151
510223.488	6786957.870	-5.091	-3.138	-0.232	-0.143	5.981	0.273	238.351
510223.488	6787057.870	-7.555	-3.581	-0.345	-0.163	8.361	0.382	244.636
510223.488	6787157.870	-9.429	-5.478	-0.430	-0.250	10.905	0.498	239.843
510223.488	6787257.870	-10.576	-6.058	-0.483	-0.276	12.188	0.556	240.196
510223.488	6787357.870	-11.669	-7.528	-0.532	-0.343	13.887	0.634	237.175
510223.488	6787457.870	-12.265	-9.144	-0.560	-0.417	15.298	0.698	233.295
510223.488	6787557.870	-13.550	-10.035	-0.618	-0.458	16.861	0.769	233.475
510223.488	6787657.870	-14.147	-10.960	-0.646	-0.500	17.896	0.817	232.234
510223.488	6787757.870	-14.328	-11.394	-0.654	-0.520	18.306	0.835	231.509
510223.488	6787857.870	-15.265	-12.658	-0.697	-0.578	19.831	0.905	230.333
510223.488	6787957.870	-15.856	-13.205	-0.724	-0.603	20.634	0.942	230.212
510223.488	6788057.870	-17.193	-13.835	-0.785	-0.631	22.068	1.007	231.178
510223.488	6788157.870	-17.862	-13.941	-0.815	-0.636	22.658	1.034	232.027
510223.488	6788257.870	-18.207	-14.633	-0.831	-0.668	23.358	1.066	231.210
510223.488	6788357.870	-18.369	-14.842	-0.838	-0.677	23.616	1.078	231.062
510223.488	6788457.870	-18.544	-15.188	-0.846	-0.693	23.970	1.094	230.682
510223.488	6788557.870	-18.318	-15.569	-0.836	-0.710	24.040	1.097	229.638
510223.488	6788657.870	-18.143	-16.287	-0.828	-0.743	24.381	1.113	228.085
510223.488	6788757.870	-17.358	-16.631	-0.792	-0.759	24.039	1.097	226.224
510223.488	6788857.870	-17.176	-16.838	-0.784	-0.768	24.053	1.098	225.568
510223.488	6788957.870	-17.068	-16.827	-0.779	-0.768	23.968	1.094	225.407
510223.488	6789057.870	-15.965	-17.104	-0.728	-0.780	23.397	1.068	223.027
510223.488	6789157.870	-15.622	-18.633	-0.713	-0.850	24.315	1.110	219.977
510223.488	6789257.870	-15.297	-18.920	-0.698	-0.863	24.330	1.110	218.956
510223.488	6789357.870	-14.530	-19.133	-0.663	-0.873	24.024	1.096	217.214
510223.488	6789457.870	-14.012	-19.303	-0.639	-0.881	23.853	1.088	215.975
510223.488	6789557.870	-13.777	-18.506	-0.629	-0.844	23.071	1.053	216.666
510223.488	6789657.870	-12.301	-19.922	-0.561	-0.909	23.414	1.068	211.693
510223.488	6789757.870	-11.694	-19.675	-0.534	-0.898	22.888	1.044	210.725
510223.488	6789857.870	-11.183	-20.058	-0.510	-0.915	22.965	1.048	209.141
510223.488	6789957.870	-9.811	-20.778	-0.448	-0.948	22.978	1.049	205.276
510223.488	6790057.870	-8.207	-20.976	-0.374	-0.957	22.524	1.028	201.369
510223.488	6790157.870	-6.842	-21.778	-0.312	-0.994	22.828	1.042	197.442
510223.488	6790257.870	-6.218	-22.440	-0.284	-1.024	23.286	1.063	195.487
510223.488	6790357.870	-5.409	-23.881	-0.247	-1.090	24.486	1.117	192.762
510223.488	6790457.870	-4.114	-24.379	-0.188	-1.112	24.724	1.128	189.579
510223.488	6790557.870	-2.411	-22.961	-0.110	-1.048	23.087	1.053	185.994
510323.488	6783157.870	1.940	-2.740	0.089	-0.125	3.357	0.153	144.705
510323.488	6783257.870	1.696	-1.827	0.077	-0.083	2.493	0.114	137.124
510323.488	6783357.870	1.021	-2.756	0.047	-0.126	2.939	0.134	159.677
510323.488	6783457.870	0.655	-2.522	0.030	-0.115	2.605	0.119	165.438
510323.488	6783557.870	0.487	-2.156	0.022	-0.098	2.210	0.101	167.278
510323.488	6783657.870	0.306	-2.897	0.014	-0.132	2.913	0.133	173.973
510323.488	6783757.870	-0.009	-2.835	-0.000	-0.129	2.835	0.129	180.185
510323.488	6783857.870	-0.400	-2.931	-0.018	-0.134	2.958	0.135	187.767
510323.488	6783957.870	-0.142	-3.044	-0.006	-0.139	3.047	0.139	182.672
510323.488	6784057.870	-0.070	-2.464	-0.003	-0.112	2.465	0.112	181.636
510323.488	6784157.870	-0.207	-2.646	-0.009	-0.121	2.654	0.121	184.464
510323.488	6784257.870	-0.277	-2.186	-0.013	-0.100	2.204	0.101	187.220
510323.488	6784357.870	0.432	-2.875	0.020	-0.131	2.907	0.133	171.461
510323.488	6784457.870	0.266	-2.717	0.012	-0.124	2.730	0.125	174.412
510323.488	6784557.870	0.558	-3.180	0.025	-0.145	3.229	0.147	170.052
510323.488	6784657.870	0.366	-2.840	0.017	-0.130	2.864	0.131	172.653
510323.488	6784757.870	0.799	-2.786	0.036	-0.127	2.898	0.132	163.992
510323.488	6784857.870	0.965	-2.628	0.044	-0.120	2.800	0.128	159.846
510323.488	6784957.870	1.563	-2.987	0.071	-0.136	3.371	0.154	152.383
510323.488	6785057.870	2.354	-2.805	0.107	-0.128	3.662	0.167	139.999
510323.488	6785157.870	2.376	-2.794	0.108	-0.128	3.668	0.167	139.627
510323.488	6785257.870	1.552	-2.143	0.071	-0.098	2.646	0.121	144.092
510323.488	6786557.870	1.487	-1.243	0.068	-0.057	1.938	0.088	129.879
510323.488	6786657.870	0.813	-1.347	0.037	-0.061	1.574	0.072	148.879
510323.488	6786757.870	0.244	-0.730	0.011	-0.033	0.770	0.035	161.512
510323.488	6786857.870	-1.378	-1.943	-0.063	-0.089	2.382	0.109	215.340
510323.488	6786957.870	-4.405	-2.468	-0.201	-0.113	5.050	0.230	240.745
510323.488	6787057.870	-6.626	-3.826	-0.302	-0.175	7.651	0.349	239.997
510323.488	6787157.870	-8.151	-4.262	-0.372	-0.194	9.198	0.420	242.396
510323.488	6787257.870	-9.714	-5.507	-0.443	-0.251	11.167	0.510	240.451
510323.488	6787357.870	-10.908	-6.074	-0.498	-0.277	12.485	0.570	240.892
